id,tweet,label,length,text_short,length_short,model_output,prob_offensive
89476,.@USER shows data won’t convince supremacists that ACA + gun control are good for them. They know + still vote against their interests (because: racism). The question to ask is not ‘how to change their minds?’ but ‘how to win elections?’ #valuinghealth2018,NOT,67,.@USER shows data won’t convince supremacists that ACA + gun control are good for them. They know + still vote against their interests (because: racism). The question to ask is not ‘how to change their minds?’ but ‘how to win elections?’ #valuinghealth2018,67,"tensor([[ 0.5589, -0.6857]])",not-offensive
55662,@USER If she is close by I don’t mind checking in on her. I’m in Greenville NC,NOT,28,@USER If she is close by I don’t mind checking in on her. I’m in Greenville NC,28,"tensor([[ 1.7689, -1.7018]])",not-offensive
50681,"@USER Eg, ANTIFA holding the position that police are racist or should be killed. Generalizations such as those are what I'd call attacking law enforcement.""  ""Attacking the cancer in the body"" is not the same as ""attacking the body"" even if it's systemic.""",TIN,62,"@USER Eg, ANTIFA holding the position that police are racist or should be killed. Generalizations such as those are what I'd call attacking law enforcement.""  ""Attacking the cancer in the body"" is not the same as ""attacking the body"" even if it's systemic.""",62,"tensor([[-0.4191,  0.3013]])",offensive
85897,@USER @USER You sound like the NRA saying it’s too soon to talk about gun control. If they were close to car as u say they would have seen the perp. Stop making excuses. The CHILD is the victim here.   If there are ppl who don’t know—  Parents:NEVER leave ur child unattended in a car. EVER.,NOT,83,@USER @USER You sound like the NRA saying it’s too soon to talk about gun control. If they were close to car as u say they would have seen the perp. Stop making excuses. The CHILD is the victim here.   If there are ppl who don’t know—  Parents:NEVER leave ur child unattended in a car. EVER.,83,"tensor([[ 0.1333, -0.1039]])",not-offensive
43989,@USER Get her out and a new day will dawn what will you have for Brexit?,NOT,20,@USER Get her out and a new day will dawn what will you have for Brexit?,20,"tensor([[ 1.5462, -1.5404]])",not-offensive
98131,@USER This one is tough. It‘s too easy to hold a grudge but fucking hard to let go.,TIN,27,@USER This one is tough. It‘s too easy to hold a grudge but fucking hard to let go.,27,"tensor([[-0.7657,  0.7145]])",offensive
28529,@USER Still remember this show... sucks man 😞,UNT,13,@USER Still remember this show... sucks man 😞,13,"tensor([[-0.9024,  0.9387]])",offensive
99633,@USER Don't forget the ILLEGALS you are fighting for with tax payer money.,NOT,22,@USER Don't forget the ILLEGALS you are fighting for with tax payer money.,22,"tensor([[ 1.2065, -1.2359]])",not-offensive
40035,"@USER @USER She is now going to the neurorealist crowd to complain that she just wants to be inclusive and that the ND community is attacking her for being white"".""",NOT,38,"@USER @USER She is now going to the neurorealist crowd to complain that she just wants to be inclusive and that the ND community is attacking her for being white"".""",38,"tensor([[ 0.5132, -0.4821]])",not-offensive
24263,@USER AWWW WE’RE GOING TO MISS YOU :(,NOT,16,@USER AWWW WE’RE GOING TO MISS YOU :(,16,"tensor([[ 1.4017, -1.1967]])",not-offensive
22175,@USER @USER IM THAT GIRL THAT SAID “WHAT THE FUCK” — NAH I WISH I HAD THE MONEY FOR THAT CONCERT BUT THATD BE MY REACTION TOO LMAO,TIN,49,@USER @USER IM THAT GIRL THAT SAID “WHAT THE FUCK” — NAH I WISH I HAD THE MONEY FOR THAT CONCERT BUT THATD BE MY REACTION TOO LMAO,49,"tensor([[-1.0452,  0.9592]])",offensive
59091,@USER God bless you SIR,NOT,9,@USER God bless you SIR,9,"tensor([[ 1.5866, -1.5589]])",not-offensive
77364,@USER The vile creature is trying to portray herself as some fierce bitch at the same time she knows that's not what the gun control conversation is about. Paper tiger,TIN,35,@USER The vile creature is trying to portray herself as some fierce bitch at the same time she knows that's not what the gun control conversation is about. Paper tiger,35,"tensor([[-1.1712,  1.1301]])",offensive
93469,@USER These headlines. You are on really dangerous ground for a publicly funded company. Who do you think you are?,NOT,26,@USER These headlines. You are on really dangerous ground for a publicly funded company. Who do you think you are?,26,"tensor([[ 0.5594, -0.5472]])",not-offensive
20215,#SadNews: What #Republicans/#Conservatives/#Deplorables forget am #Democrats/#Liberals/#Tolerables also am #WeThePeople/#AmericanPeople.,NOT,38,#SadNews: What #Republicans/#Conservatives/#Deplorables forget am #Democrats/#Liberals/#Tolerables also am #WeThePeople/#AmericanPeople.,38,"tensor([[ 0.9318, -1.0324]])",not-offensive
42202,@USER tell that to him. He is very perfectionist. I don’t think we will change that ever 😅,NOT,28,@USER tell that to him. He is very perfectionist. I don’t think we will change that ever 😅,28,"tensor([[ 1.5639, -1.5370]])",not-offensive
81078,@USER everyone please vote for Vicki barbolack she is the most amazing kind hearted funny  and loved person on that stage no one has earned this more than her,NOT,37,@USER everyone please vote for Vicki barbolack she is the most amazing kind hearted funny  and loved person on that stage no one has earned this more than her,37,"tensor([[ 1.4692, -1.3951]])",not-offensive
16590,@USER Im not saying he is worse. I have no clue tbh I'm js that shits gonna be terrible if thats the case. TL gonna explode,TIN,34,@USER Im not saying he is worse. I have no clue tbh I'm js that shits gonna be terrible if thats the case. TL gonna explode,34,"tensor([[-0.8012,  0.7657]])",offensive
82090,@USER Release the documents! Do not listen to the Antifa crowd!,NOT,17,@USER Release the documents! Do not listen to the Antifa crowd!,17,"tensor([[ 1.0875, -1.0408]])",not-offensive
64830,@USER @USER live dangerously,NOT,8,@USER @USER live dangerously,8,"tensor([[ 0.8683, -0.8265]])",not-offensive
95079,@USER Donald Trump in Nevada either at that MAGA rally or Tge GOP Convention...His Hollowing Out of America Tour or as Putin likes to put it...”project red wave”,NOT,42,@USER Donald Trump in Nevada either at that MAGA rally or Tge GOP Convention...His Hollowing Out of America Tour or as Putin likes to put it...”project red wave”,42,"tensor([[ 0.7464, -0.8028]])",not-offensive
69662,@USER She is a liar like Hilary Clinton.,TIN,13,@USER She is a liar like Hilary Clinton.,13,"tensor([[-1.1008,  1.1222]])",offensive
78245,now that's interesting!?!? 🧐  #JFKJr   @USER #kennedy #qanon #maga #magical URL,NOT,35,now that's interesting!?!? 🧐  #JFKJr   @USER #kennedy #qanon #maga #magical URL,35,"tensor([[ 1.2712, -1.4374]])",not-offensive
95860,@USER @USER Correction: Liberals deliberately distorting.,TIN,13,@USER @USER Correction: Liberals deliberately distorting.,13,"tensor([[-0.0180,  0.0451]])",offensive
13624,@USER I can’t even listen to any of these idiotic Liberals. They all seem a brick short of a load.,TIN,29,@USER I can’t even listen to any of these idiotic Liberals. They all seem a brick short of a load.,29,"tensor([[-0.9190,  0.8740]])",offensive
46763,"@USER You are welcome. I don't always say it, but I'm so greatfull for this... everything. Thank you... we had nothing and you and Thor has given us everything. So if you ever need anything in return, just say the word and we will help,""   She truly was just so greatfull.""",NOT,69,"@USER You are welcome. I don't always say it, but I'm so greatfull for this... everything. Thank you... we had nothing and you and Thor has given us everything. So if you ever need anything in return, just say the word and we will help,""   She truly was just so greatfull.""",69,"tensor([[ 1.7663, -1.8225]])",not-offensive
17957,@USER She is a hot one 🔥🔥🔥,NOT,18,@USER She is a hot one 🔥🔥🔥,18,"tensor([[ 0.1042, -0.1452]])",not-offensive
98695,@USER @USER We loved hearing Laura speak in Duluth! She is truly a strong supporter of our beloved President...we need to flip MN RED!!!!,NOT,33,@USER @USER We loved hearing Laura speak in Duluth! She is truly a strong supporter of our beloved President...we need to flip MN RED!!!!,33,"tensor([[ 1.4399, -1.3660]])",not-offensive
44056,#Republicans grow some balls and start playing dirty like these liberals assholes do! URL,TIN,19,#Republicans grow some balls and start playing dirty like these liberals assholes do! URL,19,"tensor([[-1.1744,  1.1480]])",offensive
46150,@USER Fake News or PROPAGANDA is the ENEMY of this Country,TIN,20,@USER Fake News or PROPAGANDA is the ENEMY of this Country,20,"tensor([[-0.2745,  0.2770]])",offensive
39223,@USER Liberals support this I thought.,NOT,10,@USER Liberals support this I thought.,10,"tensor([[ 1.1802, -1.2167]])",not-offensive
74240,@USER At this point it’s just a money grab... they’re not even trying to hide it now,NOT,27,@USER At this point it’s just a money grab... they’re not even trying to hide it now,27,"tensor([[ 0.3632, -0.3389]])",not-offensive
95893,@USER  time to kick may out and take on brexit as it should of been done 2 years ago. #conservatives #Maymustgo,NOT,32,@USER  time to kick may out and take on brexit as it should of been done 2 years ago. #conservatives #Maymustgo,32,"tensor([[ 0.8343, -0.8982]])",not-offensive
44143,@USER Cause they're assholes,TIN,9,@USER Cause they're assholes,9,"tensor([[-1.2650,  1.2702]])",offensive
86231,@USER @USER @USER @USER @USER A woman in my town honked at an asshole driver who cut her off. He followed her home and beat her with a crowbar.,TIN,40,@USER @USER @USER @USER @USER A woman in my town honked at an asshole driver who cut her off. He followed her home and beat her with a crowbar.,40,"tensor([[-0.9768,  0.9056]])",offensive
31349,@USER Be careful Mr Tepper! Be very careful!!!!,NOT,14,@USER Be careful Mr Tepper! Be very careful!!!!,14,"tensor([[ 1.2617, -1.2205]])",not-offensive
59971,@USER @USER I tape it. Then when he is talking I fast-forward it. It’s funny to see his lips moving and not hear him!,NOT,36,@USER @USER I tape it. Then when he is talking I fast-forward it. It’s funny to see his lips moving and not hear him!,36,"tensor([[ 0.7508, -0.6188]])",not-offensive
43711,@USER Fixing that headline for you.  “Antifa Protestors Chant We Believe Christine Ford”,NOT,26,@USER Fixing that headline for you.  “Antifa Protestors Chant We Believe Christine Ford”,26,"tensor([[ 1.0366, -0.9811]])",not-offensive
98985,@USER Cuz it’s the truth...and they don’t like that one bit. Doesn’t fit their agenda #MAGA,NOT,34,@USER Cuz it’s the truth...and they don’t like that one bit. Doesn’t fit their agenda #MAGA,34,"tensor([[ 0.4939, -0.4505]])",not-offensive
66589,@USER Pumped you are back playing. Go win you a ring. Favorite player- BP#4-REDS. GO RED SOX #0,NOT,33,@USER Pumped you are back playing. Go win you a ring. Favorite player- BP#4-REDS. GO RED SOX #0,33,"tensor([[ 1.5857, -1.4354]])",not-offensive
13181,#Remainers whining are also in denial about the news around the rest of #Europe  Read dictionary on '#democracy' '#totalitarian' '#beyrayal' '#inevitable' 'YouTube' and 'OVER'!  #Brexit #EU #MBGA #MEGA #MAGA #MCGA #Conservatives #Patriots URL,NOT,77,#Remainers whining are also in denial about the news around the rest of #Europe  Read dictionary on '#democracy' '#totalitarian' '#beyrayal' '#inevitable' 'YouTube' and 'OVER'!  #Brexit #EU #MBGA #MEGA #MAGA #MCGA #Conservatives #Patriots URL,77,"tensor([[ 0.9444, -1.0744]])",not-offensive
69673,@USER He is nuts who would have ever imagined that the US would have concentration camps......he is the devil,TIN,24,@USER He is nuts who would have ever imagined that the US would have concentration camps......he is the devil,24,"tensor([[-0.8720,  0.8587]])",offensive
22905,"Antifa Ally  Yvette Felarca   Takes a Hit to the Head ""  Berkeley 8-5-18 URL via @USER",NOT,31,"Antifa Ally  Yvette Felarca   Takes a Hit to the Head ""  Berkeley 8-5-18 URL via @USER",31,"tensor([[ 0.4949, -0.5409]])",not-offensive
73241,@USER Now just vote him out. He is a known racist.,TIN,16,@USER Now just vote him out. He is a known racist.,16,"tensor([[-0.9903,  0.9063]])",offensive
38431,@USER It's amazing how the Democrats are always leading in the CNN polls.  All the Liberals live for is the polls that they control.  Liberals are insane.,TIN,36,@USER It's amazing how the Democrats are always leading in the CNN polls.  All the Liberals live for is the polls that they control.  Liberals are insane.,36,"tensor([[-0.5271,  0.5512]])",offensive
15194,@USER You already know he is 😂😂😂 and then blown coverages that gave Ole Miss TD,NOT,25,@USER You already know he is 😂😂😂 and then blown coverages that gave Ole Miss TD,25,"tensor([[ 0.8841, -0.7031]])",not-offensive
53929,@USER is the only one worth slapping your cock on #cocktribute and cumming all over #cumtribute   she is my CumSlave after all 😎,TIN,38,@USER is the only one worth slapping your cock on #cocktribute and cumming all over #cumtribute   she is my CumSlave after all 😎,38,"tensor([[-0.4978,  0.4233]])",offensive
75430,@USER Huh? I want gun control eliminated. I want ALL Americans to be able to keep and bear arms. If they abuse that right THEN deprive them of it.,NOT,36,@USER Huh? I want gun control eliminated. I want ALL Americans to be able to keep and bear arms. If they abuse that right THEN deprive them of it.,36,"tensor([[ 0.1788, -0.2237]])",not-offensive
65027,@USER I swear. I’m so glad my fat ass never drunk that shit. I’m tryna be slim but not crackhead slim🙇🏾‍♀️,UNT,45,@USER I swear. I’m so glad my fat ass never drunk that shit. I’m tryna be slim but not crackhead slim🙇🏾‍♀️,45,"tensor([[-1.4002,  1.3325]])",offensive
99495,@USER @USER But the President.  He is that BAD!,TIN,16,@USER @USER But the President.  He is that BAD!,16,"tensor([[-0.4294,  0.4685]])",offensive
59560,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Here’s our response to @USER Antifa  Don’t you EVER ask our family for donations to #Antifa EVER AGAIN!!! URL,NOT,72,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Here’s our response to @USER Antifa  Don’t you EVER ask our family for donations to #Antifa EVER AGAIN!!! URL,72,"tensor([[ 1.2029, -1.2363]])",not-offensive
32011,@USER @USER @USER Sucks for you,TIN,12,@USER @USER @USER Sucks for you,12,"tensor([[-0.9382,  0.9544]])",offensive
40327,I'm starting to think these things are a cover for #maga It distracts people from paying attention to trump. URL,NOT,27,I'm starting to think these things are a cover for #maga It distracts people from paying attention to trump. URL,27,"tensor([[ 0.2767, -0.2778]])",not-offensive
11339,@USER Following the Constitution is not victimizing.  @USER and liberals in general despise the Constitution.,NOT,23,@USER Following the Constitution is not victimizing.  @USER and liberals in general despise the Constitution.,23,"tensor([[ 0.4525, -0.3835]])",not-offensive
34389,@USER You are far too kind 😍😊🤗,NOT,16,@USER You are far too kind 😍😊🤗,16,"tensor([[ 1.7462, -1.8649]])",not-offensive
17258,"@USER If you love our cops so much, why do you make it your life's goal to take away tools they need to stop crime, and put their very lives at risk? Why do you support ANTIFA thugs who assault cops and screech All Cops are Bastards""?""",TIN,61,"@USER If you love our cops so much, why do you make it your life's goal to take away tools they need to stop crime, and put their very lives at risk? Why do you support ANTIFA thugs who assault cops and screech All Cops are Bastards""?""",61,"tensor([[-0.3020,  0.2523]])",offensive
71603,@USER The liberals are really displaying hate &amp; their message of division. Republicans really need to take advantage of this by welcoming the disgusted democrats that had enough with their party &amp; want a solid policy &amp; no more insults.,TIN,52,@USER The liberals are really displaying hate &amp; their message of division. Republicans really need to take advantage of this by welcoming the disgusted democrats that had enough with their party &amp; want a solid policy &amp; no more insults.,52,"tensor([[-0.2395,  0.1762]])",offensive
54558,@USER Missing words are politically motivated. I have visited Israel in the past four times. I am not anti Semitic. There is more anti Semitism and racism in the @USER party. I have never encountered anti Semitic thoughts or actions in the @USER party.,NOT,57,@USER Missing words are politically motivated. I have visited Israel in the past four times. I am not anti Semitic. There is more anti Semitism and racism in the @USER party. I have never encountered anti Semitic thoughts or actions in the @USER party.,57,"tensor([[ 0.4569, -0.5909]])",not-offensive
36130,"@USER @USER Here are the People"" who ""Hold you up"" and who YOU hold up.  1st Photo They are beating a Republican Korean War VET. 2nd &amp; 3rd Photo ANTIFA is Beating Minorities, LGBT and Kids Because they are Conservative.  The LEFT, YOUR LEFT is all about shutting down FREE SPEECH! URL",NOT,81,"@USER @USER Here are the People"" who ""Hold you up"" and who YOU hold up.  1st Photo They are beating a Republican Korean War VET. 2nd &amp; 3rd Photo ANTIFA is Beating Minorities, LGBT and Kids Because they are Conservative.  The LEFT, YOUR LEFT is all about shutting down FREE SPEECH! URL",81,"tensor([[ 0.4341, -0.5350]])",not-offensive
16066,@USER @USER I think she is lying about that too.  I have seen no threats and I have seen a thousand comments and articles on this story.,NOT,34,@USER @USER I think she is lying about that too.  I have seen no threats and I have seen a thousand comments and articles on this story.,34,"tensor([[ 0.9254, -0.8449]])",not-offensive
24591,@USER @USER I'm glad you are doing something fun!,NOT,15,@USER @USER I'm glad you are doing something fun!,15,"tensor([[ 1.7058, -1.7913]])",not-offensive
96932,@USER @USER you are welcome,NOT,9,@USER @USER you are welcome,9,"tensor([[ 1.7868, -1.7785]])",not-offensive
79870,@USER Good!  Kind of makes you wonder what these boneheads have really accomplished? Getting people to not watch them and support their team? #Missionaccomplishedwewontwatch  #maga #istand #BoycottNFL #Trump2020,NOT,54,@USER Good!  Kind of makes you wonder what these boneheads have really accomplished? Getting people to not watch them and support their team? #Missionaccomplishedwewontwatch  #maga #istand #BoycottNFL #Trump2020,54,"tensor([[ 0.2810, -0.2359]])",not-offensive
73644,@USER @USER best way to convince ppl the a moment isn’t unforgiving is to savage any person who dares question your forgivingness.,NOT,34,@USER @USER best way to convince ppl the a moment isn’t unforgiving is to savage any person who dares question your forgivingness.,34,"tensor([[ 0.5685, -0.5232]])",not-offensive
62153,@USER It's odd because they could easily withdraw him and get another acceptable to conservatives seated before new Congress is seated in January.,NOT,28,@USER It's odd because they could easily withdraw him and get another acceptable to conservatives seated before new Congress is seated in January.,28,"tensor([[ 1.0839, -1.0115]])",not-offensive
93178,:) see she is the sweetest! URL,NOT,12,:) see she is the sweetest! URL,12,"tensor([[ 1.7485, -1.7000]])",not-offensive
20001,@USER Now you are a Netflix whisperer? Jack of all trades right here. 😒,NOT,22,@USER Now you are a Netflix whisperer? Jack of all trades right here. 😒,22,"tensor([[ 0.7663, -0.7275]])",not-offensive
98318,@USER @USER @USER They aren’t making fun of the woman. They are making fun of the liberals supporting barbaric tradition of covering a woman’s body with a garbage bag because men might be inclined to rape them at any given moment.,TIN,54,@USER @USER @USER They aren’t making fun of the woman. They are making fun of the liberals supporting barbaric tradition of covering a woman’s body with a garbage bag because men might be inclined to rape them at any given moment.,54,"tensor([[-0.6078,  0.5745]])",offensive
10377,sitting here tonight thinking and it’s made me well wanna go back to maga next year,NOT,23,sitting here tonight thinking and it’s made me well wanna go back to maga next year,23,"tensor([[ 0.7295, -0.7197]])",not-offensive
12524,@USER Tua has RB type vision. He is a 💎.,NOT,18,@USER Tua has RB type vision. He is a 💎.,18,"tensor([[ 0.3867, -0.2976]])",not-offensive
27789,@USER Conservatives apparently won't do anything because the only thing out of your mouth is words saying what you will do without explaining HOW you will do it. That's OK. We had a decade of Harper showing us the how. You obviously know what Canada thought of him after his majority.,NOT,60,@USER Conservatives apparently won't do anything because the only thing out of your mouth is words saying what you will do without explaining HOW you will do it. That's OK. We had a decade of Harper showing us the how. You obviously know what Canada thought of him after his majority.,60,"tensor([[ 0.6741, -0.6720]])",not-offensive
28236,"Democrats Want Their Pound of Kavanaugh Flesh ""  URL #TCOT #MAGA #RedNationRising""",NOT,24,"Democrats Want Their Pound of Kavanaugh Flesh ""  URL #TCOT #MAGA #RedNationRising""",24,"tensor([[ 0.2585, -0.4373]])",not-offensive
41240,@USER Sad part is She knows she's sick... She knows what she is doing.. She has been a crook all her life... She's a very sick woman.. God have mercy of her soul..,TIN,44,@USER Sad part is She knows she's sick... She knows what she is doing.. She has been a crook all her life... She's a very sick woman.. God have mercy of her soul..,44,"tensor([[-1.0283,  0.9968]])",offensive
84753,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Charts by David Webster's briefings on benefit sanctions   (Nov 2013 to Sept 2018) URL,NOT,58,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Charts by David Webster's briefings on benefit sanctions   (Nov 2013 to Sept 2018) URL,58,"tensor([[ 1.2339, -1.2705]])",not-offensive
70260,@USER So Fucking What. It doesn’t matter if they found the Dead Sea scrolls or the Colonel’s secret recipe. This man should not be dead but he is so due to the ignorant negligence of someone else.,UNT,50,@USER So Fucking What. It doesn’t matter if they found the Dead Sea scrolls or the Colonel’s secret recipe. This man should not be dead but he is so due to the ignorant negligence of someone else.,50,"tensor([[-1.0256,  0.9324]])",offensive
37600,Antifa Caught Off Guard After Getting Confronted By The Last Person They... URL via @USER Go Scott!! He is one of the strongest supporters of Trump :)))) The Persistance!!!!,NOT,41,Antifa Caught Off Guard After Getting Confronted By The Last Person They... URL via @USER Go Scott!! He is one of the strongest supporters of Trump :)))) The Persistance!!!!,41,"tensor([[ 1.1015, -1.1178]])",not-offensive
48593,@USER @USER @USER If any left leaning freak attacks me I will attack back. But so many conservatives are just compliant. Happy with just bitching and complaining. How can we fire people up. The left has got energy. Lots of it. And if things don’t change. We’re going to loose.,TIN,70,@USER @USER @USER If any left leaning freak attacks me I will attack back. But so many conservatives are just compliant. Happy with just bitching and complaining. How can we fire people up. The left has got energy. Lots of it. And if things don’t change. We’re going to loose.,70,"tensor([[-0.1356,  0.0941]])",offensive
49945,@USER @USER Just what a communist would do! Destroying America! Lock Him Up! TRUMP2020 MAGA!😎🇺🇸,TIN,34,@USER @USER Just what a communist would do! Destroying America! Lock Him Up! TRUMP2020 MAGA!😎🇺🇸,34,"tensor([[-0.6085,  0.5266]])",offensive
83725,"@USER @USER @USER that was what was observed INITIALLY. any interest in covering how the opposite has occurred since then according to all research and that it ended up being a smart marketing strategy? better make another When ANTIFA attacks"" video as 3 college kids yell in a cafeteria instead.""",NOT,64,"@USER @USER @USER that was what was observed INITIALLY. any interest in covering how the opposite has occurred since then according to all research and that it ended up being a smart marketing strategy? better make another When ANTIFA attacks"" video as 3 college kids yell in a cafeteria instead.""",64,"tensor([[ 0.9996, -0.9188]])",not-offensive
64885,@USER She isn’t believed because of the lack of evidence she is presenting 3 decades after the fact. Her being a woman has nothing to do with it,NOT,35,@USER She isn’t believed because of the lack of evidence she is presenting 3 decades after the fact. Her being a woman has nothing to do with it,35,"tensor([[ 0.5764, -0.4002]])",not-offensive
59355,@USER @USER Technically speaking he is hamstrung by drug &amp; alcohol addiction,UNT,21,@USER @USER Technically speaking he is hamstrung by drug &amp; alcohol addiction,21,"tensor([[-0.2315,  0.2618]])",offensive
43221,#mbpoli #winnipeg #onpoli #canpoli welfare rates for single people in Ontario on reserve small town small city were $600 with liberals I remember welfare rate in Manitoba when I was on welfare when NDP were in power were 500. The NDP government in Manitoba gave me $285 for rent,NOT,66,#mbpoli #winnipeg #onpoli #canpoli welfare rates for single people in Ontario on reserve small town small city were $600 with liberals I remember welfare rate in Manitoba when I was on welfare when NDP were in power were 500. The NDP government in Manitoba gave me $285 for rent,66,"tensor([[ 0.8646, -0.9502]])",not-offensive
51540,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Jealousy rears its ugly face...I am favored and blessed my girls adore me 😉 and so does God.,NOT,125,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,100,"tensor([[ 1.2773, -1.2322]])",not-offensive
86265,@USER And somehow Trump is divine prophecy he's helping them all the wonderful things they wanted to take away from women...Fuck Religion. 2,TIN,30,@USER And somehow Trump is divine prophecy he's helping them all the wonderful things they wanted to take away from women...Fuck Religion. 2,30,"tensor([[-0.9170,  0.8929]])",offensive
69082,@USER @USER You are most welcome,NOT,10,@USER @USER You are most welcome,10,"tensor([[ 1.8189, -1.8379]])",not-offensive
19052,"@USER @USER I watched you on with Ari Melber and you were great. You are strong, articulate and have a large heart that extends to those who need a voice. Congrats to you. I guess we know Who's the Boss is Now""!""",NOT,55,"@USER @USER I watched you on with Ari Melber and you were great. You are strong, articulate and have a large heart that extends to those who need a voice. Congrats to you. I guess we know Who's the Boss is Now""!""",55,"tensor([[ 1.6597, -1.5856]])",not-offensive
70701,"@USER @USER We have a different opinion of what a better"" gun control law looks like.😎  In one case an illegal alien with NO RIGHT to be here is involved.  In the other case Americans have 2A rights.  Can u tell the difference between American rights &amp; illegal aliens?""",NOT,66,"@USER @USER We have a different opinion of what a better"" gun control law looks like.😎  In one case an illegal alien with NO RIGHT to be here is involved.  In the other case Americans have 2A rights.  Can u tell the difference between American rights &amp; illegal aliens?""",66,"tensor([[ 0.4286, -0.4481]])",not-offensive
79727,@USER BITCH I TOOK FOUR YEARS TOO JDKDKDD,TIN,19,@USER BITCH I TOOK FOUR YEARS TOO JDKDKDD,19,"tensor([[-0.7747,  0.7263]])",offensive
90457,@USER @USER Pm is looking like the extra in the Tory version of SAW 2018 who suddenly realised that she must cut off her own limbs to survive.If she escapes that particular nightmare she is still a politically deceased PM. It's impossible to appease MUKGA Tories that don't want a compromise URL,TIN,65,@USER @USER Pm is looking like the extra in the Tory version of SAW 2018 who suddenly realised that she must cut off her own limbs to survive.If she escapes that particular nightmare she is still a politically deceased PM. It's impossible to appease MUKGA Tories that don't want a compromise URL,65,"tensor([[-0.1681,  0.1280]])",offensive
51853,".@USER spoke about a migrant found to be a member of #Islamic State, telling @USER viewers We don't want her here"" as he makes his case for swift deportation of convicted terrorists URL #auspol #saparli #adelaide #abetterway URL",NOT,59,".@USER spoke about a migrant found to be a member of #Islamic State, telling @USER viewers We don't want her here"" as he makes his case for swift deportation of convicted terrorists URL #auspol #saparli #adelaide #abetterway URL",59,"tensor([[ 0.4439, -0.5474]])",not-offensive
54527,@USER @USER @USER She is HORRIBLE. #WakeUp  #MakeAmericaGreatAgain #MakeAmericaAmericaAgain JOHN JAMES FOR #Senate !!!!,NOT,37,@USER @USER @USER She is HORRIBLE. #WakeUp  #MakeAmericaGreatAgain #MakeAmericaAmericaAgain JOHN JAMES FOR #Senate!!!!,36,"tensor([[ 0.5781, -0.5648]])",not-offensive
59684,@USER @USER But refugees! Marijuana! Peoplekind! Gun control!,UNT,17,@USER @USER But refugees! Marijuana! Peoplekind! Gun control!,17,"tensor([[-0.0201, -0.0385]])",not-offensive
44250,#party #partylite #Conservatives 1 book 150 subj insight site:My favorite #mythicalcreature? The honest politician  URL,NOT,33,#party #partylite #Conservatives 1 book 150 subj insight site:My favorite #mythicalcreature? The honest politician  URL,33,"tensor([[ 1.3179, -1.3812]])",not-offensive
98561,@USER Al Franken anyone? Any assault or harassment stays with you for a lifetime.  I was sexually harassed in HS by a coach.  I was 17.  I remember it like yesterday and I'm almost 60.  Scott Newman you are scum.,TIN,55,@USER Al Franken anyone? Any assault or harassment stays with you for a lifetime.  I was sexually harassed in HS by a coach.  I was 17.  I remember it like yesterday and I'm almost 60.  Scott Newman you are scum.,55,"tensor([[-0.3318,  0.3864]])",offensive
58216,...and said Kennedy was model of independent judge. The attack on Kavanaugh's character and integrity via 35-year-old accusations obscures his self-characterization as next Anthony Kennedy. There are no conservatives (@USER in the Senate.,NOT,49,...and said Kennedy was model of independent judge. The attack on Kavanaugh's character and integrity via 35-year-old accusations obscures his self-characterization as next Anthony Kennedy. There are no conservatives (@USER in the Senate.,49,"tensor([[ 0.7007, -0.6058]])",not-offensive
41273,"#TheresaMay: come on fellow conservatives let's get behind the #ChequersPlan look it's a winner.""  #Brexit #HardBrexit do it NOW! URL",NOT,38,"#TheresaMay: come on fellow conservatives let's get behind the #ChequersPlan look it's a winner.""  #Brexit #HardBrexit do it NOW! URL",38,"tensor([[ 1.4364, -1.5184]])",not-offensive
51543,.@USER “Thatcher had an agenda: to crush the voice of the working people.”  And @USER are doing the same again today.   Join a Trade Union.   Join the @USER Party.  #ImWithDave  URL,NOT,57,.@USER “Thatcher had an agenda: to crush the voice of the working people.”  And @USER are doing the same again today.   Join a Trade Union.   Join the @USER Party.  #ImWithDave  URL,57,"tensor([[ 1.2292, -1.1224]])",not-offensive
65754,@USER What kind of classes are you taking? You have ass homework? Is this an anatomy class?,TIN,23,@USER What kind of classes are you taking? You have ass homework? Is this an anatomy class?,23,"tensor([[-1.1482,  1.0791]])",offensive
